Sno,Htno,Subcode,Subname,Internals,Grade,Credits
1048,24JD1A0437,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1049,24JD1A0438,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,25,B,3
1050,24JD1A0438,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
1051,24JD1A0438,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,18,D,3
1052,24JD1A0438,R2321042,SIGNALS AND SYSTEMS,17,C,3
1053,24JD1A0438,R2321043,ELECTRONIC DEVICES AND CIRCUITS,20,C,3
1054,24JD1A0438,R2321044,SWITCHING THEORY AND LOGIC DESIGN,21,E,3
1055,24JD1A0438,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,21,B,1.5
1056,24JD1A0438,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,25,A,1.5
1057,24JD1A0438,R2321047,DATA STRUCTURES USING PYTHON,26,A,2
1058,24JD1A0439,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,D,3
1059,24JD1A0439,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
1060,24JD1A0439,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,17,F,0
1061,24JD1A0439,R2321042,SIGNALS AND SYSTEMS,17,F,0
1062,24JD1A0439,R2321043,ELECTRONIC DEVICES AND CIRCUITS,21,F,0
1063,24JD1A0439,R2321044,SWITCHING THEORY AND LOGIC DESIGN,17,F,0
1064,24JD1A0439,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,20,B,1.5
1065,24JD1A0439,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,23,B,1.5
1066,24JD1A0439,R2321047,DATA STRUCTURES USING PYTHON,24,A,2
1067,24JD1A0440,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,C,3
1068,24JD1A0440,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
1069,24JD1A0440,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,24,C,3
1070,24JD1A0440,R2321042,SIGNALS AND SYSTEMS,23,D,3
1071,24JD1A0440,R2321043,ELECTRONIC DEVICES AND CIRCUITS,20,D,3
1072,24JD1A0440,R2321044,SWITCHING THEORY AND LOGIC DESIGN,24,F,0
1073,24JD1A0440,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,26,S,1.5
1074,24JD1A0440,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,28,S,1.5
1075,24JD1A0440,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1076,24JD1A0441,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,29,A,3
1077,24JD1A0441,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
1078,24JD1A0441,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,25,F,0
1079,24JD1A0441,R2321042,SIGNALS AND SYSTEMS,24,C,3
1080,24JD1A0441,R2321043,ELECTRONIC DEVICES AND CIRCUITS,24,D,3
1081,24JD1A0441,R2321044,SWITCHING THEORY AND LOGIC DESIGN,25,B,3
1082,24JD1A0441,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,27,S,1.5
1083,24JD1A0441,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,27,S,1.5
1084,24JD1A0441,R2321047,DATA STRUCTURES USING PYTHON,30,S,2
1085,24JD1A0442,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,D,3
1086,24JD1A0442,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
1087,24JD1A0442,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,18,E,3
1088,24JD1A0442,R2321042,SIGNALS AND SYSTEMS,22,F,0
1089,24JD1A0442,R2321043,ELECTRONIC DEVICES AND CIRCUITS,18,D,3
1090,24JD1A0442,R2321044,SWITCHING THEORY AND LOGIC DESIGN,22,F,0
1091,24JD1A0442,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,22,B,1.5
1092,24JD1A0442,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,24,A,1.5
1093,24JD1A0442,R2321047,DATA STRUCTURES USING PYTHON,24,A,2
1094,24JD1A0443,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,25,C,3
1095,24JD1A0443,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
1096,24JD1A0443,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,20,F,0
1097,24JD1A0443,R2321042,SIGNALS AND SYSTEMS,21,F,0
1098,24JD1A0443,R2321043,ELECTRONIC DEVICES AND CIRCUITS,22,C,3
1099,24JD1A0443,R2321044,SWITCHING THEORY AND LOGIC DESIGN,21,D,3
1100,24JD1A0443,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,28,A,1.5
1101,24JD1A0443,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,28,S,1.5
1102,24JD1A0443,R2321047,DATA STRUCTURES USING PYTHON,27,S,2
1103,24JD1A0444,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,D,3
1104,24JD1A0444,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
1105,24JD1A0444,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,C,3
1106,24JD1A0444,R2321042,SIGNALS AND SYSTEMS,22,F,0
1107,24JD1A0444,R2321043,ELECTRONIC DEVICES AND CIRCUITS,21,E,3
1108,24JD1A0444,R2321044,SWITCHING THEORY AND LOGIC DESIGN,23,E,3
1109,24JD1A0444,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,22,B,1.5
1110,24JD1A0444,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,27,S,1.5
1111,24JD1A0444,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1112,24JD1A0445,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,26,B,3
1113,24JD1A0445,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
1114,24JD1A0445,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,24,F,0
1115,24JD1A0445,R2321042,SIGNALS AND SYSTEMS,23,C,3
1116,24JD1A0445,R2321043,ELECTRONIC DEVICES AND CIRCUITS,23,D,3
1117,24JD1A0445,R2321044,SWITCHING THEORY AND LOGIC DESIGN,23,B,3
1118,24JD1A0445,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,27,S,1.5
1119,24JD1A0445,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,28,S,1.5
1120,24JD1A0445,R2321047,DATA STRUCTURES USING PYTHON,26,S,2
1121,24JD1A0446,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,B,3
1122,24JD1A0446,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
1123,24JD1A0446,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,F,0
1124,24JD1A0446,R2321042,SIGNALS AND SYSTEMS,20,F,0
1125,24JD1A0446,R2321043,ELECTRONIC DEVICES AND CIRCUITS,21,D,3
1126,24JD1A0446,R2321044,SWITCHING THEORY AND LOGIC DESIGN,19,E,3
1127,24JD1A0446,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,20,C,1.5
1128,24JD1A0446,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,25,F,0
1129,24JD1A0446,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1130,24JD1A0448,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,C,3
1131,24JD1A0448,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
1132,24JD1A0448,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,21,D,3
1133,24JD1A0448,R2321042,SIGNALS AND SYSTEMS,18,E,3
1134,24JD1A0448,R2321043,ELECTRONIC DEVICES AND CIRCUITS,19,D,3
1135,24JD1A0448,R2321044,SWITCHING THEORY AND LOGIC DESIGN,21,D,3
1136,24JD1A0448,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,28,A,1.5
1137,24JD1A0448,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,27,A,1.5
1138,24JD1A0448,R2321047,DATA STRUCTURES USING PYTHON,23,A,2
1139,24JD1A0449,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,C,3
1140,24JD1A0449,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
1141,24JD1A0449,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,22,D,3
1142,24JD1A0449,R2321042,SIGNALS AND SYSTEMS,24,B,3
1143,24JD1A0449,R2321043,ELECTRONIC DEVICES AND CIRCUITS,19,D,3
1144,24JD1A0449,R2321044,SWITCHING THEORY AND LOGIC DESIGN,19,D,3
1145,24JD1A0449,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,27,S,1.5
1146,24JD1A0449,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,27,S,1.5
1147,24JD1A0449,R2321047,DATA STRUCTURES USING PYTHON,26,A,2
1148,24JD1A0451,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,A,3
1149,24JD1A0451,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
1150,24JD1A0451,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,24,F,0
1151,24JD1A0451,R2321042,SIGNALS AND SYSTEMS,21,C,3
1152,24JD1A0451,R2321043,ELECTRONIC DEVICES AND CIRCUITS,24,B,3
1153,24JD1A0451,R2321044,SWITCHING THEORY AND LOGIC DESIGN,26,B,3
1154,24JD1A0451,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,27,S,1.5
1155,24JD1A0451,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,26,S,1.5
1156,24JD1A0451,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1157,24JD1A0453,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,29,A,3
1158,24JD1A0453,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
1159,24JD1A0453,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,26,A,3
1160,24JD1A0453,R2321042,SIGNALS AND SYSTEMS,25,A,3
1161,24JD1A0453,R2321043,ELECTRONIC DEVICES AND CIRCUITS,22,B,3
1162,24JD1A0453,R2321044,SWITCHING THEORY AND LOGIC DESIGN,23,B,3
1163,24JD1A0453,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,28,S,1.5
1164,24JD1A0453,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,26,S,1.5
1165,24JD1A0453,R2321047,DATA STRUCTURES USING PYTHON,30,S,2
1166,24JD1A0454,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,D,3
1167,24JD1A0454,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
1168,24JD1A0454,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,23,E,3
1169,24JD1A0454,R2321042,SIGNALS AND SYSTEMS,16,F,0
1170,24JD1A0454,R2321043,ELECTRONIC DEVICES AND CIRCUITS,23,C,3
1171,24JD1A0454,R2321044,SWITCHING THEORY AND LOGIC DESIGN,20,D,3
1172,24JD1A0454,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,21,B,1.5
1173,24JD1A0454,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,26,A,1.5
1174,24JD1A0454,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1175,24JD1A0455,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,C,3
1176,24JD1A0455,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
1177,24JD1A0455,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,20,D,3
1178,24JD1A0455,R2321042,SIGNALS AND SYSTEMS,19,D,3
1179,24JD1A0455,R2321043,ELECTRONIC DEVICES AND CIRCUITS,22,D,3
1180,24JD1A0455,R2321044,SWITCHING THEORY AND LOGIC DESIGN,20,D,3
1181,24JD1A0455,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,21,B,1.5
1182,24JD1A0455,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,25,A,1.5
1183,24JD1A0455,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1184,24JD1A0456,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,C,3
1185,24JD1A0456,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
1186,24JD1A0456,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,F,0
1187,24JD1A0456,R2321042,SIGNALS AND SYSTEMS,17,D,3
1188,24JD1A0456,R2321043,ELECTRONIC DEVICES AND CIRCUITS,18,D,3
1189,24JD1A0456,R2321044,SWITCHING THEORY AND LOGIC DESIGN,17,F,0
1190,24JD1A0456,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,23,A,1.5
1191,24JD1A0456,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,26,A,1.5
1192,24JD1A0456,R2321047,DATA STRUCTURES USING PYTHON,24,A,2
1193,24JD1A0457,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,19,C,3
1194,24JD1A0457,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
1195,24JD1A0457,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,17,C,3
1196,24JD1A0457,R2321042,SIGNALS AND SYSTEMS,17,F,0
1197,24JD1A0457,R2321043,ELECTRONIC DEVICES AND CIRCUITS,22,D,3
1198,24JD1A0457,R2321044,SWITCHING THEORY AND LOGIC DESIGN,18,F,0
1199,24JD1A0457,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,25,A,1.5
1200,24JD1A0457,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,27,S,1.5
1201,24JD1A0457,R2321047,DATA STRUCTURES USING PYTHON,23,B,2
1202,24JD1A0458,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,C,3
1203,24JD1A0458,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
1204,24JD1A0458,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,23,C,3
1205,24JD1A0458,R2321042,SIGNALS AND SYSTEMS,20,F,0
1206,24JD1A0458,R2321043,ELECTRONIC DEVICES AND CIRCUITS,21,C,3
1207,24JD1A0458,R2321044,SWITCHING THEORY AND LOGIC DESIGN,20,D,3
1208,24JD1A0458,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,25,A,1.5
1209,24JD1A0458,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,25,A,1.5
1210,24JD1A0458,R2321047,DATA STRUCTURES USING PYTHON,26,A,2
1211,24JD1A0459,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,E,3
1212,24JD1A0459,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
1213,24JD1A0459,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,15,D,3
1214,24JD1A0459,R2321042,SIGNALS AND SYSTEMS,17,E,3
1215,24JD1A0459,R2321043,ELECTRONIC DEVICES AND CIRCUITS,19,E,3
1216,24JD1A0459,R2321044,SWITCHING THEORY AND LOGIC DESIGN,21,F,0
1217,24JD1A0459,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,26,A,1.5
1218,24JD1A0459,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,24,A,1.5
1219,24JD1A0459,R2321047,DATA STRUCTURES USING PYTHON,24,B,2
1220,24JD1A0460,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,E,3
1221,24JD1A0460,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
1222,24JD1A0460,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,20,F,0
1223,24JD1A0460,R2321042,SIGNALS AND SYSTEMS,20,F,0
1224,24JD1A0460,R2321043,ELECTRONIC DEVICES AND CIRCUITS,21,F,0
1225,24JD1A0460,R2321044,SWITCHING THEORY AND LOGIC DESIGN,16,E,3
1226,24JD1A0460,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,21,B,1.5
1227,24JD1A0460,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,26,A,1.5
1228,24JD1A0460,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1229,24JD1A0461,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,30,S,3
1230,24JD1A0461,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
1231,24JD1A0461,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,27,B,3
1232,24JD1A0461,R2321042,SIGNALS AND SYSTEMS,24,S,3
1233,24JD1A0461,R2321043,ELECTRONIC DEVICES AND CIRCUITS,24,B,3
1234,24JD1A0461,R2321044,SWITCHING THEORY AND LOGIC DESIGN,25,D,3
1235,24JD1A0461,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,28,S,1.5
1236,24JD1A0461,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,29,S,1.5
1237,24JD1A0461,R2321047,DATA STRUCTURES USING PYTHON,30,S,2
1238,24JD1A0462,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,B,3
1239,24JD1A0462,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
1240,24JD1A0462,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,22,C,3
1241,24JD1A0462,R2321042,SIGNALS AND SYSTEMS,23,C,3
1242,24JD1A0462,R2321043,ELECTRONIC DEVICES AND CIRCUITS,23,C,3
1243,24JD1A0462,R2321044,SWITCHING THEORY AND LOGIC DESIGN,22,C,3
1244,24JD1A0462,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,26,S,1.5
1245,24JD1A0462,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,27,S,1.5
1246,24JD1A0462,R2321047,DATA STRUCTURES USING PYTHON,26,A,2
1247,24JD1A0464,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,A,3
1248,24JD1A0464,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
1249,24JD1A0464,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,24,B,3
1250,24JD1A0464,R2321042,SIGNALS AND SYSTEMS,23,A,3
1251,24JD1A0464,R2321043,ELECTRONIC DEVICES AND CIRCUITS,24,C,3
1252,24JD1A0464,R2321044,SWITCHING THEORY AND LOGIC DESIGN,22,D,3
1253,24JD1A0464,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,28,S,1.5
1254,24JD1A0464,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,29,S,1.5
1255,24JD1A0464,R2321047,DATA STRUCTURES USING PYTHON,30,S,2
1256,24JD1A0465,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,19,D,3
1257,24JD1A0465,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
1258,24JD1A0465,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,15,F,0
1259,24JD1A0465,R2321042,SIGNALS AND SYSTEMS,17,F,0
1260,24JD1A0465,R2321043,ELECTRONIC DEVICES AND CIRCUITS,16,F,0
1261,24JD1A0465,R2321044,SWITCHING THEORY AND LOGIC DESIGN,17,F,0
1262,24JD1A0465,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,21,B,1.5
1263,24JD1A0465,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,25,F,0
1264,24JD1A0465,R2321047,DATA STRUCTURES USING PYTHON,24,A,2
1265,24JD1A0466,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,28,A,3
1266,24JD1A0466,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
1267,24JD1A0466,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,22,C,3
1268,24JD1A0466,R2321042,SIGNALS AND SYSTEMS,23,F,0
1269,24JD1A0466,R2321043,ELECTRONIC DEVICES AND CIRCUITS,22,C,3
1270,24JD1A0466,R2321044,SWITCHING THEORY AND LOGIC DESIGN,23,C,3
1271,24JD1A0466,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,26,S,1.5
1272,24JD1A0466,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,27,S,1.5
1273,24JD1A0466,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1274,24JD1A0467,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,B,3
1275,24JD1A0467,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
1276,24JD1A0467,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,23,C,3
1277,24JD1A0467,R2321042,SIGNALS AND SYSTEMS,24,A,3
1278,24JD1A0467,R2321043,ELECTRONIC DEVICES AND CIRCUITS,24,B,3
1279,24JD1A0467,R2321044,SWITCHING THEORY AND LOGIC DESIGN,23,S,3
1280,24JD1A0467,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,29,S,1.5
1281,24JD1A0467,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,29,S,1.5
1282,24JD1A0467,R2321047,DATA STRUCTURES USING PYTHON,26,S,2
1283,24JD1A0468,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,19,E,3
1284,24JD1A0468,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
1285,24JD1A0468,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,16,E,3
1286,24JD1A0468,R2321042,SIGNALS AND SYSTEMS,17,E,3
1287,24JD1A0468,R2321043,ELECTRONIC DEVICES AND CIRCUITS,19,F,0
1288,24JD1A0468,R2321044,SWITCHING THEORY AND LOGIC DESIGN,18,F,0
1289,24JD1A0468,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,24,A,1.5
1290,24JD1A0468,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,20,A,1.5
1291,24JD1A0468,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1292,24JD1A0469,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,E,3
1293,24JD1A0469,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
1294,24JD1A0469,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,F,0
1295,24JD1A0469,R2321042,SIGNALS AND SYSTEMS,20,E,3
1296,24JD1A0469,R2321043,ELECTRONIC DEVICES AND CIRCUITS,19,D,3
1297,24JD1A0469,R2321044,SWITCHING THEORY AND LOGIC DESIGN,22,F,0
1298,24JD1A0469,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,26,S,1.5
1299,24JD1A0469,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,24,A,1.5
1300,24JD1A0469,R2321047,DATA STRUCTURES USING PYTHON,23,A,2
1301,24JD1A0471,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,C,3
1302,24JD1A0471,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
1303,24JD1A0471,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,22,D,3
1304,24JD1A0471,R2321042,SIGNALS AND SYSTEMS,18,E,3
1305,24JD1A0471,R2321043,ELECTRONIC DEVICES AND CIRCUITS,20,D,3
1306,24JD1A0471,R2321044,SWITCHING THEORY AND LOGIC DESIGN,20,C,3
1307,24JD1A0471,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,24,A,1.5
1308,24JD1A0471,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,25,A,1.5
1309,24JD1A0471,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1310,24JD1A0472,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,E,3
1311,24JD1A0472,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
1312,24JD1A0472,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,F,0
1313,24JD1A0472,R2321042,SIGNALS AND SYSTEMS,16,F,0
1314,24JD1A0472,R2321043,ELECTRONIC DEVICES AND CIRCUITS,19,F,0
1315,24JD1A0472,R2321044,SWITCHING THEORY AND LOGIC DESIGN,21,F,0
1316,24JD1A0472,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,24,A,1.5
1317,24JD1A0472,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,20,A,1.5
1318,24JD1A0472,R2321047,DATA STRUCTURES USING PYTHON,24,A,2
1319,24JD1A0473,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,C,3
1320,24JD1A0473,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
1321,24JD1A0473,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,D,3
1322,24JD1A0473,R2321042,SIGNALS AND SYSTEMS,22,D,3
1323,24JD1A0473,R2321043,ELECTRONIC DEVICES AND CIRCUITS,23,D,3
1324,24JD1A0473,R2321044,SWITCHING THEORY AND LOGIC DESIGN,20,E,3
1325,24JD1A0473,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,24,A,1.5
1326,24JD1A0473,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,26,S,1.5
1327,24JD1A0473,R2321047,DATA STRUCTURES USING PYTHON,25,A,2
1328,24JD1A0474,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,25,C,3
1329,24JD1A0474,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
1330,24JD1A0474,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,23,F,0
1331,24JD1A0474,R2321042,SIGNALS AND SYSTEMS,25,C,3
1332,24JD1A0474,R2321043,ELECTRONIC DEVICES AND CIRCUITS,21,B,3
1333,24JD1A0474,R2321044,SWITCHING THEORY AND LOGIC DESIGN,23,D,3
1334,24JD1A0474,R2321045,ELECTRONIC DEVICES AND CIRCUITS LAB,24,A,1.5
1335,24JD1A0474,R2321046,SWITCHING THEORY AND LOGIC DESIGN LAB,26,S,1.5
1336,24JD1A0474,R2321047,DATA STRUCTURES USING PYTHON,24,A,2
1337,24JD1A0475,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,17,C,3
1338,24JD1A0475,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
1339,24JD1A0475,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,18,F,0
1340,24JD1A0475,R2321042,SIGNALS AND SYSTEMS,18,D,3
1341,24JD1A0475,R2321043,ELECTRONIC DEVICES AND CIRCUITS,17,E,3
